指标名称,期货结算价(连续):布伦特原油:周:平均值:结束日5
2020-06-19,41.018
2020-06-26,41.618
2020-07-03,42.166
2020-07-10,43.012
2020-07-17,43.184
2020-07-24,43.724
2020-07-31,43.324
2020-08-07,44.648
2020-08-14,44.936
2020-08-21,45.09
2020-08-28,45.354
2020-09-04,44.404
2020-09-11,40.494
2020-09-18,41.762
2020-09-25,41.758
2020-10-02,40.922
2020-10-09,42.424
2020-10-16,42.716
2020-10-23,42.348
2020-10-30,39.178
2020-11-06,40.058
2020-11-13,43.224
2020-11-20,44.214
2020-11-27,47.7
2020-12-04,48.244
2020-12-11,49.342
2020-12-18,51.178
2020-12-25,50.87
2021-01-01,51.2725
2021-01-08,53.872
2021-01-15,55.964
2021-01-22,55.648
2021-01-29,55.802
2021-02-05,58.09
2021-02-12,61.338
2021-02-19,63.566
2021-02-26,66.132
2021-03-05,65.312
2021-03-12,68.502
2021-03-19,66.616
2021-03-26,63.268
2021-04-02,64.05
2021-04-09,62.84
2021-04-16,65.448
2021-04-23,66.09
2021-04-30,67.03
2021-05-07,68.354
2021-05-14,68.39
2021-05-21,67.276
2021-05-28,69.014
2021-06-04,70.824
2021-06-11,72.228
2021-06-18,73.566
2021-06-25,75.328
2021-07-02,75.316
2021-07-09,74.958
2021-07-16,74.694
2021-07-23,71.618
2021-07-30,75.22
2021-08-06,71.534
2021-08-13,70.602
2021-08-20,67.68
2021-08-27,71.164
2021-09-03,72.726
2021-09-10,72.176
2021-09-17,74.716
2021-09-24,75.962
2021-10-01,79.012
2021-10-08,81.848
2021-10-15,83.822
2021-10-22,85.074
2021-10-29,85.134
2021-11-05,82.94
2021-11-12,83.178
2021-11-19,80.978
2021-11-26,79.84
2021-12-03,70.486
2021-12-10,74.782
2021-12-17,74.102
2021-12-24,74.756
2021-12-31,78.774
2022-01-07,80.704
2022-01-14,83.958
2022-01-21,87.74
2022-01-28,88.76
2022-02-04,90.844
2022-02-11,92.174
2022-02-18,94.216
2022-02-25,97.216
2022-03-04,109.492
2022-03-11,116.866
2022-03-18,103.88
2022-03-25,118.476
2022-04-01,109.692
2022-04-08,103.72
2022-04-15,105.9
2022-04-22,108.438
2022-04-29,105.912
2022-05-06,109.196
2022-05-13,106.982
2022-05-20,111.974
2022-05-27,115.568
2022-06-03,119.626
2022-06-10,121.748
2022-06-17,118.976
2022-06-24,112.738
,
数据来源：Wind,
