指标名称,M2,美国:M2,欧元区:M2,日本:货币供应量:平均余额:M2,平均汇率:美元兑人民币,平均汇率:欧元兑人民币,平均汇率:100日元兑人民币
2013/9/30,1077379.16,10802.90,9178509.00,850.79,6.16,8.21,6.20
2014/1/31,1123521.21,11101.60,9221350.00,865.89,6.10,8.32,5.85
2014/10/31,1199236.31,11538.60,9476256.00,878.80,6.14,7.80,5.71
2014/11/30,1208605.95,11615.00,9567457.00,885.40,6.14,7.66,5.29
2014/12/31,1228374.81,11760.00,9695399.00,893.14,6.12,7.56,5.14
2014/2/28,1131760.83,11153.40,9232803.00,861.11,6.11,8.37,5.96
2014/3/31,1160687.38,11278.40,9270958.00,863.44,6.14,8.48,6.01
2014/4/30,1168812.67,11331.60,9297491.00,872.83,6.16,8.50,6.02
2014/5/31,1182293.96,11274.80,9360278.00,871.61,6.16,8.46,6.07
2014/6/30,1209587.20,11336.80,9384212.00,875.35,6.16,8.37,6.05
2014/7/31,1194249.24,11391.80,9400331.00,875.71,6.16,8.34,6.07
2014/8/31,1197499.08,11422.70,9443647.00,875.16,6.16,8.21,5.99
2014/9/30,1202051.41,11470.60,9466964.00,876.72,6.15,7.95,5.74
2015/1/31,1242709.56,11759.00,9738730.00,894.66,6.13,7.14,5.20
2015/10/31,1361020.70,12171.50,10114071.00,910.58,6.35,7.13,5.29
2015/11/30,1373956.01,12297.90,10180680.00,914.59,6.37,6.84,5.20
2015/12/31,1392278.11,12427.30,10228432.00,920.65,6.45,7.02,5.30
2015/2/28,1257384.48,11847.10,9737235.00,890.86,6.13,6.99,5.20
2015/3/31,1275332.78,11956.70,9801248.00,894.31,6.15,6.69,5.13
2015/4/30,1280779.14,12004.70,9869933.00,904.07,6.13,6.63,5.14
2015/5/31,1307357.63,11907.90,9940369.00,907.00,6.11,6.84,5.08
2015/6/30,1333375.36,11962.50,9973898.00,909.01,6.12,6.87,4.96
2015/7/31,1353210.92,12012.90,10027935.00,910.24,6.12,6.75,4.98
2015/8/31,1356907.98,12070.40,10032566.00,911.21,6.31,7.02,5.12
2015/9/30,1359824.06,12138.20,10040557.00,909.69,6.37,7.16,5.30
2016/1/31,1416319.55,12478.40,10264181.00,922.66,6.55,7.12,5.55
2016/10/31,1519485.40,13079.40,10568292.00,942.94,6.74,7.41,6.48
2016/11/30,1530432.06,13191.80,10660028.00,949.45,6.84,7.39,6.33
2016/12/31,1550066.67,13299.90,10735858.00,956.34,6.92,7.29,5.97
2016/2/29,1424618.68,12517.10,10278374.00,918.34,6.53,7.22,5.68
2016/3/31,1446198.03,12684.80,10322666.00,921.44,6.51,7.23,5.76
2016/4/30,1445209.59,12778.60,10399147.00,933.75,6.48,7.34,5.90
2016/5/31,1461695.11,12708.40,10440837.00,936.83,6.53,7.38,6.00
2016/6/30,1490491.83,12789.00,10473181.00,939.46,6.59,7.40,6.24
2016/7/31,1491558.72,12850.10,10542969.00,940.50,6.68,7.38,6.42
2016/8/31,1510982.91,12946.70,10533407.00,939.99,6.65,7.45,6.56
2016/9/30,1516360.50,13016.20,10551919.00,940.74,6.67,7.48,6.55
2017/1/31,1584194.56,13281.60,10734715.00,959.05,6.89,7.32,5.99
2017/10/31,1662449.96,13750.70,11114353.00,981.31,6.62,7.78,5.86
2017/11/30,1679156.64,13819.90,11175531.00,987.48,6.62,7.76,5.86
2017/12/31,1690235.32,13945.00,11233795.00,990.57,6.59,7.80,5.84
2017/2/28,1589857.00,13305.60,10769896.00,956.13,6.87,7.31,6.08
2017/3/31,1607938.98,13491.70,10860502.00,959.76,6.89,7.37,6.10
2017/4/30,1603918.84,13565.00,10927124.00,970.29,6.88,7.38,6.27
2017/5/31,1609740.77,13474.10,10939554.00,972.37,6.88,7.60,6.13
2017/6/30,1639497.05,13522.10,11007628.00,976.36,6.80,7.64,6.14
2017/7/31,1636341.11,13584.40,11032488.00,978.15,6.77,7.79,6.02
2017/8/31,1652947.30,13653.70,11073583.00,977.62,6.67,7.89,6.08
2017/9/30,1663666.05,13705.50,11098268.00,978.82,6.56,7.81,5.93
2018/1/31,1720814.46,13863.10,11220397.00,991.70,6.44,7.84,5.80
2018/10/31,1795561.60,14201.40,11581372.00,1007.44,6.93,7.95,6.16
2018/11/30,1813175.07,14255.10,11668227.00,1010.50,6.94,7.88,6.12
2018/12/31,1826744.22,14448.80,11714685.00,1014.24,6.89,7.83,6.13
2018/2/28,1729070.12,13849.10,11217608.00,986.58,6.32,7.79,5.82
2018/3/31,1739859.48,14031.00,11282736.00,989.09,6.32,7.80,5.96
2018/4/30,1737683.73,14069.50,11316668.00,1001.09,6.30,7.74,5.86
2018/5/31,1743063.79,13980.40,11419500.00,1003.15,6.38,7.53,5.81
2018/6/30,1770178.37,14074.70,11529059.00,1006.63,6.46,7.54,5.87
2018/7/31,1776196.11,14109.60,11518479.00,1006.80,6.70,7.83,6.02
2018/8/31,1788670.43,14164.90,11519249.00,1005.66,6.84,7.91,6.17
2018/9/30,1801665.58,14199.50,11566435.00,1006.59,6.84,7.98,6.12
2019/1/31,1865935.33,14423.80,11693135.00,1014.80,6.79,7.76,6.23
2019/10/31,1945600.55,15112.20,12293221.00,1030.44,7.07,7.83,6.53
2019/11/30,1961429.56,15259.40,12401278.00,1036.56,7.02,7.76,6.45
2019/12/31,1986488.82,15412.50,12395713.00,1040.45,7.01,7.79,6.42
2019/2/28,1867427.45,14401.90,11741077.00,1009.77,6.74,7.64,6.10
2019/3/31,1889412.14,14572.50,11886634.00,1012.51,6.71,7.59,6.04
2019/4/30,1884670.33,14623.00,11942407.00,1025.22,6.72,7.54,6.01
2019/5/31,1891153.70,14575.00,12032321.00,1028.64,6.85,7.67,6.24
2019/6/30,1921360.19,14734.80,12114505.00,1028.97,6.88,7.78,6.37
2019/7/31,1919410.82,14814.40,12150130.00,1029.05,6.88,7.72,6.35
2019/8/31,1935492.43,14896.10,12264151.00,1028.44,7.02,7.82,6.62
2019/9/30,1952250.49,14986.80,12251174.00,1029.59,7.08,7.81,6.61
2020/1/31,2023066.49,15397.10,12357486.00,1041.64,6.92,7.70,6.33
2020/10/31,2149720.42,18689.10,13516390.00,1123.29,6.71,7.90,6.38
2020/11/30,2172002.55,18980.60,13629658.00,1130.63,6.61,7.82,6.33
2020/12/31,2186795.89,19247.90,13750587.00,1136.00,6.54,7.95,6.30
2020/2/29,2030830.42,15383.10,12441809.00,1038.51,6.99,7.63,6.35
2020/3/31,2080923.41,16056.10,12762048.00,1044.32,7.01,7.76,6.52
2020/4/30,2093533.83,17102.40,12941153.00,1063.03,7.07,7.69,6.56
2020/5/31,2100183.74,17766.90,13166170.00,1081.30,7.10,7.73,6.62
2020/6/30,2134948.66,18103.70,13242831.00,1103.68,7.09,7.98,6.58
2020/7/31,2125458.46,18252.80,13308092.00,1110.31,7.01,8.03,6.56
2020/8/31,2136836.91,18319.20,13340622.00,1116.84,6.93,8.20,6.54
2020/9/30,2164084.80,18543.10,13427966.00,1121.99,6.81,8.04,6.45
2021/1/31,2213047.33,19372.00,13784908.00,1140.05,6.48,7.89,6.25
2021/10/31,2336160.48,21096.00,14527468.00,1170.60,6.42,7.45,5.65
2021/11/30,2356012.76,21328.50,14607470.00,1175.70,6.40,7.30,5.60
2021/12/31,2382899.56,21653.50,14721771.00,1178.24,6.37,7.20,5.59
2021/2/28,2236030.26,19524.00,13851202.00,1138.51,6.46,7.81,6.13
2021/3/31,2276488.45,19946.10,13964439.00,1143.67,6.51,7.75,5.99
2021/4/30,2262107.12,20269.80,14021790.00,1161.81,6.52,7.80,5.98
2021/5/31,2275538.07,20318.50,14134516.00,1167.57,6.43,7.82,5.89
2021/6/30,2317788.36,20439.40,14231690.00,1169.12,6.42,7.74,5.83
2021/7/31,2302153.82,20571.00,14345438.00,1169.03,6.47,7.65,5.87
2021/8/31,2312267.68,20777.00,14380501.00,1168.87,6.48,7.62,5.90
2021/9/30,2342829.70,20956.90,14444815.00,1169.18,6.46,7.61,5.86
2022/1/31,2431022.72,21646.40,14701758.00,1181.35,6.36,7.20,5.54
2022/2/28,2441488.90,21632.50,14773290.00,1178.93,6.35,7.20,5.50
2022/3/31,2497688.34,21925.70,14886291.00,1183.32,6.35,6.99,5.36
2022/4/30,2499710.90,21932.30,14965254.00,1201.84,6.43,6.95,5.08
2022/5/31,2527026.15,,,1204.86,6.71,7.10,5.21
