指标名称,美元指数,美国:标普500 3个月波动率指数,期货结算价(连续):布伦特原油,M2:同比,欧元区:M2:同比,日本:货币供应量:平均余额:M2:同比,实际市场价格:全球:现货原油,库存量:商业原油:全美:同比
2010-11-12,78.1400,22.93,86.34,,,,,5.60
2010-11-11,78.1200,21.47,88.81,,,,,
2010-11-10,77.6400,21.28,88.96,,,,,
2010-11-09,77.7400,21.53,88.33,,,,,
2010-11-08,77.0300,20.73,88.46,,,,,
2010-11-05,76.5900,20.66,88.11,,,,,7.58
2010-11-04,75.8500,20.57,88.00,,,,,
2010-11-03,76.3900,21.65,86.38,,,,,
2010-11-02,76.7200,23.02,85.41,,,,,
2010-11-01,77.2300,23.29,84.62,,,,,
2010-10-31,,,,19.30,2.10,2.80,81.72,
2010-10-29,77.0500,22.95,83.15,,,,,9.30
2010-10-28,77.2800,22.81,83.59,,,,,
2010-10-27,78.0600,22.60,83.23,,,,,
2010-10-26,77.6500,22.20,83.66,,,,,
2010-10-25,77.1900,21.91,83.54,,,,,
2010-10-22,77.3700,21.65,82.96,,,,,7.36
2010-10-21,77.4400,22.22,81.83,,,,,
2010-10-20,77.1700,22.66,83.60,,,,,
2010-10-19,78.1900,23.59,81.10,,,,,
2010-10-18,77.1500,22.80,84.37,,,,,
2010-10-15,76.9700,23.20,82.45,,,,,6.06
2010-10-14,76.5300,23.56,84.53,,,,,
2010-10-13,77.0800,22.98,84.64,,,,,
2010-10-12,77.3300,23.37,83.50,,,,,
2010-10-11,77.4700,23.98,83.72,,,,,
2010-10-08,77.2000,24.06,84.03,,,,,6.29
2010-10-07,77.4200,24.89,83.43,,,,,
2010-10-06,77.4300,24.91,85.06,,,,,
2010-10-05,77.8100,25.08,84.84,,,,,
2010-10-04,78.4900,26.32,83.28,,,,,
2010-10-01,78.0300,25.70,83.75,,,,,6.53
2010-09-30,78.8000,26.40,82.31,18.96,2.00,2.80,76.11,
2010-09-29,78.7800,25.91,80.77,,,,,
2010-09-28,78.9200,25.34,78.71,,,,,
2010-09-27,79.5300,25.20,78.57,,,,,
2010-09-24,79.2800,24.75,78.87,,,,,5.27
2010-09-23,80.1100,26.16,78.11,,,,,
2010-09-22,79.8000,25.16,77.95,,,,,
2010-09-21,80.4400,24.94,78.42,,,,,
2010-09-20,81.3200,24.59,79.32,,,,,
2010-09-17,81.4100,25.12,78.21,,,,,6.34
2010-09-16,81.2700,24.96,78.48,,,,,
2010-09-15,81.4600,24.93,78.91,,,,,
2010-09-14,81.2300,24.74,79.16,,,,,
2010-09-13,81.8800,24.75,79.03,,,,,
2010-09-10,82.8600,25.59,78.16,,,,,7.00
2010-09-09,82.6800,26.10,77.47,,,,,
2010-09-08,82.5700,26.30,78.17,,,,,
2010-09-07,82.8900,26.77,77.74,,,,,
2010-09-06,82.0500,,76.87,,,,,
2010-09-03,82.0100,25.31,76.67,,,,,6.19
2010-09-02,82.4000,26.62,76.93,,,,,
2010-09-01,82.4800,27.29,76.35,,,,,
2010-08-31,83.0700,29.04,74.64,19.20,1.90,2.80,75.88,
2010-08-30,83.1600,30.01,76.60,,,,,
2010-08-27,82.7400,28.40,76.65,,,,,4.84
2010-08-26,82.9000,30.37,75.02,,,,,
2010-08-25,83.1900,29.85,73.48,,,,,
2010-08-24,83.3400,30.31,72.38,,,,,
2010-08-23,83.2600,29.29,73.62,,,,,
2010-08-20,83.0200,29.54,74.26,,,,,3.67
2010-08-19,82.4700,29.63,75.30,,,,,
2010-08-18,82.2700,28.58,76.47,,,,,
2010-08-17,82.2400,28.57,76.93,,,,,
2010-08-16,82.4600,29.80,74.85,,,,,
2010-08-13,82.9200,29.97,75.11,,,,,2.45
2010-08-12,82.5800,29.25,75.52,,,,,
2010-08-11,82.4600,28.69,77.64,,,,,
2010-08-10,80.8900,26.31,79.60,,,,,
2010-08-09,80.7100,26.03,80.99,,,,,
2010-08-06,80.4100,26.12,80.16,,,,,0.12
2010-08-05,80.7800,26.16,81.61,,,,,
2010-08-04,80.9900,25.96,82.20,,,,,
2010-08-03,80.6000,26.01,82.68,,,,,
2010-08-02,80.9000,25.40,80.82,,,,,
2010-07-31,,,,17.60,1.70,2.70,74.52,
2010-07-30,81.5700,27.14,78.18,,,,,1.84
2010-07-29,81.6200,27.12,77.59,,,,,
2010-07-28,82.1300,26.71,76.06,,,,,
2010-07-27,82.1300,26.37,76.13,,,,,
2010-07-26,82.0700,26.44,77.50,,,,,
2010-07-23,82.5200,26.99,77.45,,,,,3.20
2010-07-22,82.6400,27.90,77.82,,,,,
2010-07-21,83.3400,29.08,75.37,,,,,
2010-07-20,82.7500,28.22,76.22,,,,,
2010-07-19,82.5600,30.08,75.62,,,,,
2010-07-16,82.5700,30.60,75.37,,,,,2.59
2010-07-15,82.3500,29.23,76.19,,,,,
2010-07-14,83.3500,28.83,76.77,,,,,
2010-07-13,83.5200,28.32,76.65,,,,,
2010-07-12,84.2500,28.39,74.37,,,,,
2010-07-09,83.9800,28.17,75.42,,,,,1.91
2010-07-08,83.8600,28.83,74.71,,,,,
2010-07-07,83.9600,29.72,73.51,,,,,
2010-07-06,84.0500,32.01,71.45,,,,,
2010-07-05,84.5600,,71.47,,,,,
2010-07-02,84.3700,33.29,71.65,,,,,2.58
2010-07-01,84.5500,34.49,72.34,,,,,
2010-06-30,86.0500,35.23,75.01,18.46,1.30,2.90,74.73,
2010-06-29,86.1300,34.38,75.44,,,,,
2010-06-28,85.6900,30.96,77.59,,,,,
2010-06-25,85.3500,30.70,78.12,,,,,3.26
2010-06-24,85.7600,31.36,76.47,,,,,
2010-06-23,85.8200,29.26,76.27,,,,,
2010-06-22,86.1100,29.09,78.04,,,,,
2010-06-21,85.9400,27.54,78.82,,,,,
2010-06-18,85.5700,27.96,78.22,,,,,2.73
2010-06-17,85.6900,28.21,78.68,,,,,
2010-06-16,86.2000,28.78,78.14,,,,,
2010-06-15,86.0500,28.45,76.20,,,,,
2010-06-14,86.7000,30.68,75.20,,,,,
2010-06-11,87.2800,30.95,74.35,,,,,0.97
2010-06-10,87.1100,31.47,75.29,,,,,
2010-06-09,87.9200,33.80,74.27,,,,,
2010-06-08,88.1500,33.65,72.30,,,,,
2010-06-07,88.4900,35.30,72.12,,,,,
2010-06-04,88.3000,34.37,72.09,,,,,-0.66
2010-06-03,87.2100,30.24,75.41,,,,,
2010-06-02,86.7400,30.59,73.75,,,,,
2010-06-01,86.8800,34.02,72.71,,,,,
2010-05-31,86.4700,,74.65,21.00,1.40,3.10,75.54,
2010-05-28,86.7700,32.00,74.02,,,,,-1.44
2010-05-27,86.3000,30.64,74.66,,,,,
2010-05-26,87.3600,33.95,71.74,,,,,
2010-05-25,86.3900,34.90,69.55,,,,,
2010-05-24,86.4800,36.91,71.17,,,,,
2010-05-21,85.4600,37.40,71.68,,,,,-0.07
2010-05-20,85.9500,40.83,71.84,,,,,
2010-05-19,86.1200,34.18,73.69,,,,,
2010-05-18,87.3100,32.81,74.43,,,,,
2010-05-17,86.1400,30.51,75.10,,,,,
2010-05-14,86.2900,30.80,77.18,,,,,-2.32
2010-05-13,85.4300,27.61,80.11,,,,,
2010-05-12,84.8400,26.65,81.20,,,,,
2010-05-11,84.7300,28.87,80.49,,,,,
2010-05-10,84.2500,28.98,80.12,,,,,
2010-05-07,84.3900,36.62,78.27,,,,,-2.94
2010-05-06,84.9500,26.37,79.83,,,,,
2010-05-05,84.1500,26.37,82.61,,,,,
2010-05-04,83.4700,25.07,85.67,,,,,
2010-05-03,82.3800,22.58,88.94,,,,,
2010-04-30,81.9100,23.67,87.44,21.48,1.20,2.90,84.14,-4.74
2010-04-29,82.0100,20.96,86.90,,,,,
2010-04-28,82.2900,22.31,86.16,,,,,
2010-04-27,82.3300,22.72,85.78,,,,,
2010-04-26,81.2800,19.86,86.83,,,,,
2010-04-23,81.3600,19.39,87.25,,,,,-5.26
2010-04-22,81.6900,19.59,85.67,,,,,
2010-04-21,81.2300,19.30,85.70,,,,,
2010-04-20,81.0400,18.99,84.80,,,,,
2010-04-19,80.9200,19.79,84.23,,,,,
2010-04-16,80.8000,20.23,85.99,,,,,-4.73
2010-04-15,80.4700,18.90,87.17,,,,,
2010-04-14,80.2200,18.77,86.15,,,,,
2010-04-13,80.4200,18.99,84.72,,,,,
2010-04-12,80.5800,18.96,84.77,,,,,
2010-04-09,80.8800,18.62,84.83,,,,,-4.22
2010-04-08,81.5000,19.08,84.81,,,,,
2010-04-07,81.6100,19.19,85.59,,,,,
2010-04-06,81.3900,18.84,86.15,,,,,
2010-04-05,81.1100,19.35,85.88,,,,,
2010-04-02,81.1800,,,,,,,-1.99
2010-04-01,80.7200,19.90,84.01,,,,,
2010-03-31,81.0700,19.92,82.70,22.50,1.40,2.70,79.30,
2010-03-30,81.4700,19.54,81.28,,,,,
2010-03-29,81.2900,19.85,81.17,,,,,
2010-03-26,81.6200,20.06,79.29,,,,,-2.21
2010-03-25,82.1500,20.58,79.61,,,,,
2010-03-24,81.9100,20.08,79.62,,,,,
2010-03-23,80.8800,19.68,80.70,,,,,
2010-03-22,80.5300,20.11,80.54,,,,,
2010-03-19,80.7700,19.95,79.88,,,,,-2.25
2010-03-18,80.3100,19.48,81.48,,,,,
2010-03-17,79.7500,19.72,81.96,,,,,
2010-03-16,79.6700,20.16,79.02,,,,,
2010-03-15,80.2300,20.72,77.89,,,,,
2010-03-12,79.8000,20.27,79.39,,,,,-3.45
2010-03-11,80.2600,20.70,80.28,,,,,
2010-03-10,80.4000,20.51,80.48,,,,,
2010-03-09,80.5600,20.16,79.91,,,,,
2010-03-08,80.4300,20.26,80.47,,,,,
2010-03-05,80.4400,20.23,79.89,,,,,-3.19
2010-03-04,80.5500,21.03,78.54,,,,,
2010-03-03,80.0100,20.97,79.25,,,,,
2010-03-02,80.4700,21.18,78.18,,,,,
2010-03-01,80.7200,21.44,76.89,,,,,
2010-02-28,,,,25.52,1.60,2.70,74.72,
2010-02-26,80.3500,21.65,77.59,,,,,-3.48
2010-02-25,80.7400,22.07,76.29,,,,,
2010-02-24,80.7700,22.08,78.09,,,,,
2010-02-23,80.9200,22.62,77.25,,,,,
2010-02-22,80.5600,21.73,78.61,,,,,
2010-02-19,80.5300,22.31,78.19,,,,,-4.91
2010-02-18,80.9200,22.78,77.78,,,,,
2010-02-17,80.4700,23.29,76.27,,,,,
2010-02-16,79.6400,23.57,75.68,,,,,
2010-02-15,80.3800,,72.51,,,,,
2010-02-12,80.2400,24.46,72.90,,,,,-5.62
2010-02-11,79.9900,24.57,73.05,,,,,
2010-02-10,80.0400,25.87,72.54,,,,,
2010-02-09,79.7700,26.04,72.13,,,,,
2010-02-08,80.3800,26.43,70.11,,,,,
2010-02-05,80.2500,26.00,69.59,,,,,-6.59
2010-02-04,80.0000,25.98,72.13,,,,,
2010-02-03,79.4100,23.00,75.92,,,,,
2010-02-02,79.0000,22.93,76.06,,,,,
2010-02-01,79.1900,23.64,73.11,,,,,
2010-01-31,,,,25.98,1.90,3.00,77.17,
2010-01-29,79.4900,25.38,71.46,,,,,-5.97
2010-01-28,78.9300,24.67,72.13,,,,,
2010-01-27,78.7200,24.13,72.24,,,,,
2010-01-26,78.5000,25.17,73.29,,,,,
2010-01-25,78.2000,25.19,73.69,,,,,
2010-01-22,78.2700,26.29,72.83,,,,,-4.59
2010-01-21,78.4300,23.15,74.58,,,,,
2010-01-20,78.3600,21.40,76.32,,,,,
2010-01-19,77.5300,20.89,77.63,,,,,
2010-01-18,77.1100,,77.10,,,,,
2010-01-15,77.2000,21.48,77.11,,,,,-1.47
2010-01-14,76.7600,20.71,77.82,,,,,
2010-01-13,76.8400,21.29,78.31,,,,,
2010-01-12,77.0000,21.79,79.30,,,,,
2010-01-11,77.0200,21.27,80.97,,,,,
2010-01-08,77.4800,21.00,81.37,,,,,0.63
2010-01-07,77.9900,21.60,81.51,,,,,
2010-01-06,77.4700,21.80,81.89,,,,,
2010-01-05,77.6300,22.39,80.59,,,,,
2010-01-04,77.5100,22.77,80.12,,,,,
2010-01-01,,,,,,,,-0.20
,,,,,,,,
,,,,,,,,
