指标名称,美元指数,美国:标普500 3个月波动率指数,期货结算价(连续):布伦特原油,M2:同比,欧元区:M2:同比,日本:货币供应量:平均余额:M2:同比,实际市场价格:全球:现货原油,库存量:商业原油:全美:同比
2020-06-08,96.6976,28.08,40.80,,,,,
2020-06-05,96.9357,27.42,42.30,,,,,10.83
2020-06-04,96.7630,28.85,39.99,,,,,
2020-06-03,97.3181,28.91,39.79,,,,,
2020-06-02,97.6722,29.93,39.57,,,,,
2020-06-01,97.8111,30.92,38.32,,,,,
2020-05-31,,,,11.10,9.30,5.10,30.35,
2020-05-29,98.2628,30.27,35.33,,,,,10.16
2020-05-28,98.4743,31.21,35.29,,,,,
2020-05-27,98.9590,30.19,34.74,,,,,
2020-05-26,98.9978,30.85,36.17,,,,,
2020-05-25,99.7910,,35.53,,,,,
2020-05-22,99.7794,31.54,35.13,,,,,12.16
2020-05-21,99.4148,32.38,36.06,,,,,
2020-05-20,99.1809,31.11,35.75,,,,,
2020-05-19,99.5668,32.81,34.65,,,,,
2020-05-18,99.6347,31.77,34.81,,,,,
2020-05-15,100.3774,34.51,32.50,,,,,10.43
2020-05-14,100.2835,34.90,31.13,,,,,
2020-05-13,100.2228,36.51,29.19,,,,,
2020-05-12,100.0071,34.26,29.98,,,,,
2020-05-11,100.2242,30.39,29.63,,,,,
2020-05-08,99.7539,31.64,30.97,,,,,12.59
2020-05-07,99.8327,34.01,29.46,,,,,
2020-05-06,100.1789,35.68,29.72,,,,,
2020-05-05,99.8401,35.52,30.97,,,,,
2020-05-04,99.4980,37.00,27.20,,,,,
2020-05-01,99.0536,37.97,26.44,,,,,14.06
2020-04-30,99.0167,35.05,25.27,11.10,8.20,3.70,21.17,
2020-04-29,99.5183,33.33,22.54,,,,,
2020-04-28,99.9769,35.37,20.46,,,,,
2020-04-27,100.0465,35.33,19.99,,,,,
2020-04-24,100.2433,37.81,21.44,,,,,12.13
2020-04-23,100.5039,40.86,21.33,,,,,
2020-04-22,100.3417,40.92,20.37,,,,,
2020-04-21,100.2257,43.28,19.33,,,,,
2020-04-20,99.9676,40.97,25.57,,,,,
2020-04-17,99.7177,37.28,28.08,,,,,12.59
2020-04-16,100.0720,39.21,27.82,,,,,
2020-04-15,99.5956,39.28,27.69,,,,,
2020-04-14,98.8832,36.46,29.60,,,,,
2020-04-13,99.4842,39.97,31.74,,,,,
2020-04-10,99.5179,,,,,,,10.65
2020-04-09,99.5416,40.61,31.48,,,,,
2020-04-08,99.9657,41.59,32.84,,,,,
2020-04-07,99.9657,43.42,31.87,,,,,
2020-04-06,100.7991,43.09,33.17,,,,,
2020-04-03,100.6305,44.84,34.11,,,,,6.09
2020-04-02,100.1006,47.30,29.94,,,,,
2020-04-01,98.9506,51.17,24.74,,,,,
2020-03-31,98.9636,48.32,22.74,10.10,7.30,3.10,32.20,
2020-03-30,99.0275,51.26,22.76,,,,,
2020-03-27,98.3187,55.75,24.93,,,,,4.38
2020-03-26,99.4130,49.79,26.34,,,,,
2020-03-25,100.9413,53.85,27.39,,,,,
2020-03-24,101.7874,52.11,27.15,,,,,
2020-03-23,102.4528,56.64,27.03,,,,,
2020-03-20,102.3871,65.59,26.98,,,,,2.96
2020-03-19,102.6881,69.47,28.47,,,,,
2020-03-18,100.8817,72.98,24.88,,,,,
2020-03-17,99.5935,65.27,28.73,,,,,
2020-03-16,97.9874,67.70,30.05,,,,,
2020-03-13,98.4888,48.31,33.85,,,,,3.24
2020-03-12,97.4450,57.24,33.22,,,,,
2020-03-11,96.5755,44.37,35.79,,,,,
2020-03-10,96.5565,39.44,37.22,,,,,
2020-03-09,95.0586,43.05,34.36,,,,,
2020-03-06,96.1128,35.46,45.27,,,,,0.60
2020-03-05,96.5730,32.57,49.99,,,,,
2020-03-04,97.3672,27.51,51.13,,,,,
2020-03-03,97.1821,30.17,51.86,,,,,
2020-03-02,97.5708,27.70,51.90,,,,,
2020-02-29,,,,8.80,5.80,2.80,53.37,
2020-02-28,98.1330,29.85,50.52,,,,,-1.95
2020-02-27,98.4110,29.92,52.18,,,,,
2020-02-26,99.1594,23.70,53.43,,,,,
2020-02-25,98.9751,23.86,54.95,,,,,
2020-02-24,99.2897,21.92,56.30,,,,,
2020-02-21,99.3486,17.61,58.50,,,,,-0.57
2020-02-20,99.8889,16.60,59.31,,,,,
2020-02-19,99.6263,15.82,59.12,,,,,
2020-02-18,99.4665,16.10,57.75,,,,,
2020-02-17,99.1572,,57.67,,,,,
2020-02-14,99.1588,15.50,57.32,,,,,-2.56
2020-02-13,99.1056,15.68,56.34,,,,,
2020-02-12,99.0023,15.36,55.79,,,,,
2020-02-11,98.7724,16.14,54.01,,,,,
2020-02-10,98.8607,16.13,53.27,,,,,
2020-02-07,98.7084,16.29,54.54,,,,,-1.86
2020-02-06,98.4534,15.89,54.93,,,,,
2020-02-05,98.2600,16.11,55.28,,,,,
2020-02-04,97.9518,16.70,53.96,,,,,
2020-02-03,97.8201,18.04,54.45,,,,,
2020-01-31,97.3614,18.63,58.16,8.40,5.50,2.60,61.68,-2.73
2020-01-30,97.8687,16.59,58.29,,,,,
2020-01-29,98.0406,17.03,59.81,,,,,
2020-01-28,97.9614,17.03,59.51,,,,,
2020-01-27,97.9412,18.16,59.32,,,,,
2020-01-24,97.8876,16.07,60.69,,,,,-3.20
2020-01-23,97.6778,14.99,62.04,,,,,
2020-01-22,97.5046,14.98,63.21,,,,,
2020-01-21,97.6114,14.87,64.59,,,,,
2020-01-20,97.6011,,65.20,,,,,
2020-01-17,97.6403,14.41,64.85,,,,,-3.80
2020-01-16,97.3102,14.45,64.62,,,,,
2020-01-15,97.2236,14.63,64.00,,,,,
2020-01-14,97.3956,14.64,64.49,,,,,
2020-01-13,97.3856,14.64,64.20,,,,,
2020-01-10,97.3752,14.95,64.98,,,,,-1.95
2020-01-09,97.4349,14.95,65.37,,,,,
2020-01-08,97.3401,15.40,65.44,,,,,
2020-01-07,96.9601,15.86,68.27,,,,,
2020-01-06,96.6302,15.92,68.91,,,,,
2020-01-03,96.8871,16.01,68.60,,,,,-1.97
2020-01-02,96.8077,15.19,66.25,,,,,
2020-01-01,96.5195,,,,,,,
2019-12-31,96.4481,15.87,66.00,8.70,5.70,2.60,63.40,
2019-12-30,96.7771,16.68,68.44,,,,,
2019-12-27,97.0017,15.95,68.16,,,,,-2.61
2019-12-26,97.5936,15.52,67.92,,,,,
2019-12-25,97.6557,,,,,,,
2019-12-24,97.6764,15.52,67.20,,,,,
2019-12-23,97.6722,15.50,66.39,,,,,
2019-12-20,97.6901,15.32,66.14,,,,,-0.01
2019-12-19,97.4091,15.14,66.54,,,,,
2019-12-18,97.4222,15.20,66.17,,,,,
2019-12-17,97.1830,15.15,66.10,,,,,
2019-12-16,97.0547,14.98,65.34,,,,,
2019-12-13,97.1841,15.28,65.22,,,,,1.22
2019-12-12,97.2845,16.09,64.20,,,,,
2019-12-11,97.1558,16.91,63.72,,,,,
2019-12-10,97.4825,17.13,64.34,,,,,
2019-12-09,97.6550,17.30,64.25,,,,,
2019-12-06,97.6866,16.21,64.39,,,,,1.35
2019-12-05,97.3884,16.78,63.39,,,,,
2019-12-04,97.6196,16.98,63.00,,,,,
2019-12-03,97.7453,17.63,60.82,,,,,
2019-12-02,97.8652,16.84,60.92,,,,,
2019-11-30,,,,8.20,6.20,2.60,60.42,
2019-11-29,98.2804,15.51,62.43,,,,,0.89
2019-11-28,98.3369,,63.87,,,,,
2019-11-27,98.3855,14.96,64.06,,,,,
2019-11-26,98.2573,14.85,64.27,,,,,
2019-11-25,98.2882,14.99,63.65,,,,,
2019-11-22,98.2837,15.40,63.39,,,,,0.33
2019-11-21,97.9869,15.82,63.97,,,,,
2019-11-20,97.9062,15.64,62.40,,,,,
2019-11-19,97.8413,15.50,60.91,,,,,
2019-11-18,97.8205,15.17,62.44,,,,,
2019-11-15,98.0039,14.99,63.30,,,,,0.78
2019-11-14,98.1554,15.60,62.28,,,,,
2019-11-13,98.3384,15.62,62.37,,,,,
2019-11-12,98.3494,15.49,62.06,,,,,
2019-11-11,98.2160,15.60,62.18,,,,,
2019-11-08,98.3919,15.53,62.51,,,,,1.57
2019-11-07,98.1317,15.80,62.29,,,,,
2019-11-06,97.9644,15.83,61.74,,,,,
2019-11-05,97.9141,15.91,62.96,,,,,
2019-11-04,97.5396,15.62,62.13,,,,,
2019-11-01,97.2170,15.42,61.69,,,,,3.47
2019-10-31,97.3133,16.05,60.23,8.40,6.10,2.30,57.30,
2019-10-30,97.4695,15.69,60.61,,,,,
2019-10-29,97.6833,16.09,61.59,,,,,
2019-10-28,97.7495,15.99,61.57,,,,,
2019-10-25,97.8447,15.71,62.02,,,,,3.02
2019-10-24,97.6695,16.25,61.67,,,,,
2019-10-23,97.4772,16.29,61.17,,,,,
2019-10-22,97.5334,16.55,59.70,,,,,
2019-10-21,97.3236,16.28,58.96,,,,,
2019-10-18,97.2032,16.65,59.42,,,,,2.45
2019-10-17,97.5847,16.44,59.91,,,,,
2019-10-16,98.0165,16.48,59.42,,,,,
2019-10-15,98.3012,16.48,58.74,,,,,
2019-10-14,98.4610,17.12,59.35,,,,,
2019-10-11,98.3400,17.55,60.51,,,,,4.42
2019-10-10,98.7139,18.79,59.10,,,,,
2019-10-09,99.1316,19.51,58.32,,,,,
2019-10-08,99.1214,20.39,58.24,,,,,
2019-10-07,98.9891,18.91,58.35,,,,,
2019-10-04,98.8496,18.59,58.37,,,,,3.81
2019-10-03,98.9542,19.78,57.71,,,,,
2019-10-02,99.0280,20.74,57.69,,,,,
2019-10-01,99.1588,19.35,58.89,,,,,
2019-09-30,99.4021,17.96,60.78,8.40,5.80,2.30,60.01,
2019-09-27,99.1110,18.75,61.91,,,,,4.62
2019-09-26,99.2060,18.12,62.74,,,,,
2019-09-25,99.0438,18.00,62.39,,,,,
2019-09-24,98.3339,18.55,63.10,,,,,
2019-09-23,98.6343,17.87,64.77,,,,,
2019-09-20,98.4779,17.71,64.28,,,,,5.95
2019-09-19,98.3674,16.79,64.40,,,,,
2019-09-18,98.5757,16.86,63.60,,,,,
2019-09-17,98.2172,17.23,64.55,,,,,
2019-09-16,98.6328,17.20,69.02,,,,,
2019-09-13,98.2038,16.67,60.22,,,,,5.83
2019-09-12,98.3636,16.81,60.38,,,,,
2019-09-11,98.6267,17.10,60.81,,,,,
2019-09-10,98.3749,17.41,62.38,,,,,
2019-09-09,98.3237,17.55,62.59,,,,,
2019-09-06,98.4188,17.46,61.54,,,,,5.02
2019-09-05,98.3982,18.08,60.95,,,,,
2019-09-04,98.4002,18.81,60.70,,,,,
2019-09-03,98.9535,20.12,58.26,,,,,
2019-09-02,99.0527,,58.66,,,,,
2019-08-31,,,,8.20,6.40,2.30,57.60,
2019-08-30,98.8366,19.54,60.43,,,,,5.35
2019-08-29,98.4574,19.03,61.08,,,,,
2019-08-28,98.2418,20.05,60.49,,,,,
2019-08-27,98.0177,20.64,59.51,,,,,
2019-08-26,98.0482,19.82,58.70,,,,,
2019-08-23,97.6520,20.36,59.34,,,,,5.41
2019-08-22,98.2136,18.23,59.92,,,,,
2019-08-21,98.2978,17.72,60.30,,,,,
2019-08-20,98.1593,18.87,60.03,,,,,
2019-08-19,98.3806,18.36,59.74,,,,,
2019-08-16,98.2049,19.70,58.64,,,,,7.20
2019-08-15,98.0978,21.07,58.23,,,,,
2019-08-14,97.9925,21.30,59.48,,,,,
2019-08-13,97.8363,18.53,61.30,,,,,
2019-08-12,97.4180,20.50,58.57,,,,,
2019-08-09,97.5710,18.56,58.53,,,,,6.35
2019-08-08,97.6605,17.86,57.38,,,,,
2019-08-07,97.6404,19.50,56.23,,,,,
2019-08-06,97.6080,19.69,58.94,,,,,
2019-08-05,97.5065,21.90,59.81,,,,,
2019-08-02,98.0843,17.89,61.89,,,,,7.74
2019-08-01,98.3697,17.99,60.50,,,,,
2019-07-31,98.5667,16.91,65.17,8.10,5.40,2.20,61.47,
2019-07-30,98.0727,15.70,64.72,,,,,
2019-07-29,98.0549,15.00,63.71,,,,,
2019-07-26,97.9996,14.69,63.46,,,,,6.80
2019-07-25,97.7953,15.05,63.39,,,,,
2019-07-24,97.6896,14.56,63.18,,,,,
2019-07-23,97.7003,14.93,63.83,,,,,
2019-07-22,97.2795,15.47,63.26,,,,,
2019-07-19,97.1245,15.93,62.47,,,,,9.90
2019-07-18,96.7050,15.54,61.93,,,,,
2019-07-17,97.2121,15.82,63.66,,,,,
2019-07-16,97.3760,15.22,64.35,,,,,
2019-07-15,96.9483,15.04,66.48,,,,,
2019-07-12,96.8225,14.80,66.72,,,,,10.90
2019-07-11,97.0721,14.98,66.52,,,,,
2019-07-10,97.1326,15.19,67.01,,,,,
2019-07-09,97.4980,15.57,64.16,,,,,
2019-07-08,97.3728,15.48,64.11,,,,,
2019-07-05,97.2614,14.98,64.23,,,,,13.26
2019-07-04,96.7281,,63.30,,,,,
2019-07-03,96.7788,14.53,63.82,,,,,
2019-07-02,96.7702,14.72,62.40,,,,,
2019-07-01,96.8288,15.43,65.06,,,,,
2019-06-30,,,,8.50,5.00,2.20,59.73,
2019-06-28,96.1930,16.06,66.55,,,,,12.11
2019-06-27,96.2102,16.76,66.55,,,,,
2019-06-26,96.2205,17.05,66.49,,,,,
2019-06-25,96.1886,17.12,65.05,,,,,
2019-06-24,95.9843,16.47,64.86,,,,,
2019-06-21,96.2020,16.67,65.20,,,,,12.71
2019-06-20,96.6437,16.14,64.45,,,,,
2019-06-19,97.2600,16.10,61.82,,,,,
2019-06-18,97.6464,16.50,62.14,,,,,
2019-06-17,97.5570,16.61,60.94,,,,,
2019-06-14,97.5614,16.60,62.01,,,,,13.09
2019-06-13,97.0413,16.86,61.31,,,,,
2019-06-12,97.0029,17.05,59.97,,,,,
2019-06-11,96.7189,16.99,62.29,,,,,
2019-06-10,96.7855,16.88,62.29,,,,,
2019-06-07,96.5910,17.15,63.29,,,,,12.26
2019-06-06,97.0232,16.92,61.67,,,,,
2019-06-05,97.3606,17.13,60.63,,,,,
2019-06-04,97.1364,17.59,61.97,,,,,
2019-06-03,97.2363,18.77,61.28,,,,,
2019-05-31,97.7740,18.83,64.49,8.50,5.30,2.50,66.88,10.69
2019-05-30,98.1825,17.96,66.87,,,,,
2019-05-29,98.1732,18.24,69.45,,,,,
2019-05-28,97.9751,17.90,70.11,,,,,
2019-05-27,97.7507,,70.11,,,,,
2019-05-24,97.6021,17.09,68.69,,,,,9.66
2019-05-23,97.8740,17.69,67.76,,,,,
2019-05-22,98.1173,16.42,70.99,,,,,
2019-05-21,98.0400,16.42,72.18,,,,,
2019-05-20,97.9454,17.29,71.97,,,,,
2019-05-17,98.0264,17.06,72.21,,,,,8.82
2019-05-16,97.8354,16.74,72.62,,,,,
2019-05-15,97.5889,17.49,71.77,,,,,
2019-05-14,97.5378,18.29,71.24,,,,,
2019-05-13,97.3815,19.79,70.23,,,,,
2019-05-10,97.3356,16.90,70.62,,,,,9.18
2019-05-09,97.4630,18.44,70.39,,,,,
2019-05-08,97.6226,18.75,70.37,,,,,
2019-05-07,97.5656,18.78,69.88,,,,,
2019-05-06,97.5324,16.40,71.24,,,,,
2019-05-03,97.4619,15.07,70.85,,,,,7.57
2019-05-02,97.8454,16.03,70.75,,,,,
2019-05-01,97.6534,16.19,72.18,,,,,
2019-04-30,97.5235,15.23,72.80,8.50,5.40,2.40,68.57,
2019-04-29,97.8394,15.23,72.04,,,,,
2019-04-26,98.0330,14.89,72.15,,,,,7.94
2019-04-25,98.1789,15.21,74.35,,,,,
2019-04-24,98.0905,15.04,74.57,,,,,
2019-04-23,97.5748,14.54,74.51,,,,,
2019-04-22,97.2956,14.72,74.04,,,,,
2019-04-19,97.3750,,,,,,,7.19
2019-04-18,97.4526,14.57,71.97,,,,,
2019-04-17,97.0334,14.82,71.62,,,,,
2019-04-16,97.0847,14.47,71.72,,,,,
2019-04-15,96.9370,14.53,71.18,,,,,
2019-04-12,96.9491,14.46,71.55,,,,,6.45
2019-04-11,97.2004,15.25,70.83,,,,,
2019-04-10,96.9309,15.38,71.73,,,,,
2019-04-09,97.0363,15.99,70.61,,,,,
2019-04-08,97.0592,15.28,71.10,,,,,
2019-04-05,97.4157,15.06,70.34,,,,,6.51
2019-04-04,97.3158,15.48,69.40,,,,,
2019-04-03,97.1373,15.63,69.31,,,,,
2019-04-02,97.2934,15.54,69.37,,,,,
2019-04-01,97.2437,15.46,69.01,,,,,
2019-03-31,,,,8.60,5.10,2.40,63.79,
2019-03-29,97.2456,15.80,68.39,,,,,5.69
2019-03-28,97.2479,16.30,67.82,,,,,
2019-03-27,96.9658,16.78,67.83,,,,,
2019-03-26,96.8234,16.45,67.97,,,,,
2019-03-25,96.5353,17.45,67.21,,,,,
2019-03-22,96.6066,17.37,67.03,,,,,2.87
2019-03-21,96.3545,15.51,67.86,,,,,
2019-03-20,96.0136,15.79,68.50,,,,,
2019-03-19,96.4032,15.56,67.61,,,,,
2019-03-18,96.5008,15.24,67.54,,,,,
2019-03-15,96.5434,14.98,67.16,,,,,2.61
2019-03-14,96.7571,15.30,67.23,,,,,
2019-03-13,96.4689,15.33,67.55,,,,,
2019-03-12,97.0080,15.65,66.67,,,,,
2019-03-11,97.1805,16.01,66.58,,,,,
2019-03-08,97.3722,17.11,65.74,,,,,4.21
2019-03-07,97.6120,17.30,66.30,,,,,
2019-03-06,96.8877,16.74,65.99,,,,,
2019-03-05,96.8389,16.15,65.86,,,,,
2019-03-04,96.6204,16.03,65.67,,,,,
2019-03-01,96.4637,15.38,65.07,,,,,6.35
2019-02-28,96.2218,16.10,66.03,8.00,4.50,2.40,61.10,
2019-02-27,96.1537,15.99,66.39,,,,,
2019-02-26,96.0739,16.30,65.21,,,,,
2019-02-25,96.4390,16.00,64.76,,,,,
2019-02-22,96.5418,15.46,67.12,,,,,5.28
2019-02-21,96.6191,16.16,67.07,,,,,
2019-02-20,96.5589,15.82,67.08,,,,,
2019-02-19,96.5187,16.45,66.45,,,,,
2019-02-18,96.8024,,66.50,,,,,
2019-02-15,96.9181,16.48,66.25,,,,,8.09
2019-02-14,97.0177,17.32,64.57,,,,,
2019-02-13,97.1903,16.96,63.61,,,,,
2019-02-12,96.7336,16.82,62.42,,,,,
2019-02-11,97.0593,17.22,61.51,,,,,
2019-02-08,96.6380,17.26,62.10,,,,,6.81
2019-02-07,96.5849,17.52,61.63,,,,,
2019-02-06,96.4194,16.90,62.69,,,,,
2019-02-05,96.0881,17.07,61.98,,,,,
2019-02-04,95.8244,17.19,62.51,,,,,
2019-02-01,95.6100,17.59,62.75,,,,,6.41
2019-01-31,95.5533,17.88,61.89,8.40,4.00,2.30,56.43,
2019-01-30,95.4278,18.68,61.65,,,,,
2019-01-29,95.8337,19.60,61.32,,,,,
2019-01-28,95.7562,19.58,59.93,,,,,
2019-01-25,95.8193,18.82,61.64,,,,,6.59
2019-01-24,96.5469,19.67,61.09,,,,,
2019-01-23,96.1397,20.08,61.14,,,,,
2019-01-22,96.3232,20.69,61.50,,,,,
2019-01-21,96.3519,,62.74,,,,,
2019-01-18,96.3694,18.84,62.70,,,,,8.13
2019-01-17,96.0801,19.17,61.18,,,,,
2019-01-16,96.1044,19.53,61.32,,,,,
2019-01-15,95.9520,19.24,60.64,,,,,
2019-01-14,95.5973,19.93,58.99,,,,,
2019-01-11,95.6584,19.74,60.48,,,,,5.91
2019-01-10,95.5394,20.52,61.68,,,,,
2019-01-09,95.2032,20.69,61.44,,,,,
2019-01-08,95.9168,21.14,58.72,,,,,
2019-01-07,95.6951,21.62,57.33,,,,,
2019-01-04,96.2149,21.86,57.06,,,,,4.82
2019-01-03,96.2734,24.11,55.95,,,,,
2019-01-02,96.7825,22.75,54.91,,,,,
2019-01-01,96.1223,,,,,,,
2018-12-31,96.0741,23.73,53.80,8.10,4.20,2.40,53.79,
2018-12-28,96.3738,25.32,52.20,,,,,3.99
2018-12-27,96.5850,25.89,52.16,,,,,
2018-12-26,97.0593,25.69,54.47,,,,,
2018-12-25,96.6675,,,,,,,
2018-12-24,96.5814,28.84,50.47,,,,,
2018-12-21,96.9549,26.23,53.82,,,,,2.21
2018-12-20,96.4473,25.24,54.35,,,,,
2018-12-19,97.0264,24.02,57.24,,,,,
2018-12-18,97.0587,23.90,56.26,,,,,
2018-12-17,97.1349,23.41,59.61,,,,,
2018-12-14,97.4449,21.96,60.28,,,,,1.14
2018-12-13,97.0971,21.35,61.45,,,,,
2018-12-12,97.0508,21.59,60.15,,,,,
2018-12-11,97.4722,21.72,60.20,,,,,
2018-12-10,97.2071,22.01,59.97,,,,,
2018-12-07,96.7226,22.44,61.67,,,,,-0.23
2018-12-06,96.7716,21.06,60.06,,,,,
2018-12-05,97.0312,,61.56,,,,,
2018-12-04,96.9723,20.75,62.08,,,,,
2018-12-03,96.9673,17.95,61.69,,,,,
2018-11-30,97.1997,18.89,58.71,8.00,4.40,2.30,62.38,-1.10
2018-11-29,96.7661,19.59,59.51,,,,,
2018-11-28,96.8641,19.28,58.76,,,,,
2018-11-27,97.3512,19.94,60.21,,,,,
2018-11-26,97.0837,20.11,60.48,,,,,
2018-11-23,96.9526,21.75,58.80,,,,,-0.71
2018-11-22,96.4915,,62.60,,,,,
2018-11-21,96.7376,21.32,63.48,,,,,
2018-11-20,96.8155,22.27,62.53,,,,,
2018-11-19,96.2076,20.64,66.79,,,,,
2018-11-16,96.4179,19.35,66.76,,,,,-2.24
2018-11-15,97.0715,20.31,66.62,,,,,
2018-11-14,97.0442,21.22,66.12,,,,,
2018-11-13,97.1441,20.27,65.47,,,,,
2018-11-12,97.6889,20.23,70.12,,,,,
2018-11-09,96.9083,18.46,70.18,,,,,-3.69
2018-11-08,96.6624,17.68,70.65,,,,,
2018-11-07,96.1946,17.62,72.07,,,,,
2018-11-06,96.2318,19.58,72.13,,,,,
2018-11-05,96.3465,20.20,73.17,,,,,
2018-11-02,96.5097,20.30,72.83,,,,,-5.55
2018-11-01,96.2899,20.07,72.89,,,,,
2018-10-31,97.1301,21.15,75.47,8.00,4.30,2.70,76.73,
2018-10-30,96.9917,22.23,75.91,,,,,
2018-10-29,96.6906,23.06,77.34,,,,,
2018-10-26,96.4070,22.48,77.62,,,,,-6.35
2018-10-25,96.5938,22.44,76.89,,,,,
2018-10-24,96.4310,22.62,76.17,,,,,
2018-10-23,95.9466,20.28,76.44,,,,,
2018-10-22,96.0334,19.82,79.83,,,,,
2018-10-19,95.6668,19.84,79.78,,,,,-7.56
2018-10-18,95.9724,19.86,79.29,,,,,
2018-10-17,95.6375,18.10,80.05,,,,,
2018-10-16,95.0824,17.96,81.41,,,,,
2018-10-15,95.0703,20.29,80.78,,,,,
2018-10-12,95.2616,19.84,80.43,,,,,-8.77
2018-10-11,95.0290,21.56,80.26,,,,,
2018-10-10,95.5296,20.70,83.09,,,,,
2018-10-09,95.7095,16.63,85.00,,,,,
2018-10-08,95.7697,16.51,83.91,,,,,
2018-10-05,95.6546,16.25,84.16,,,,,-11.31
2018-10-04,95.7639,15.84,84.58,,,,,
2018-10-03,96.0361,14.68,86.29,,,,,
2018-10-02,95.4888,14.84,84.80,,,,,
2018-10-01,95.2898,14.74,84.98,,,,,
2018-09-30,,,,8.30,4.20,2.80,75.36,
2018-09-28,95.1904,14.77,82.72,,,,,-13.12
2018-09-27,94.9888,14.89,81.72,,,,,
2018-09-26,94.3075,15.15,81.34,,,,,
2018-09-25,94.1540,14.92,81.87,,,,,
2018-09-24,94.2622,14.77,81.20,,,,,
2018-09-21,94.2118,14.58,78.80,,,,,-15.92
2018-09-20,93.9024,14.51,78.70,,,,,
2018-09-19,94.5516,14.65,79.40,,,,,
2018-09-18,94.6383,15.04,79.03,,,,,
2018-09-17,94.5200,15.28,78.05,,,,,
2018-09-14,94.9766,14.37,78.09,,,,,-16.64
2018-09-13,94.5379,14.77,78.18,,,,,
2018-09-12,94.8474,15.32,79.74,,,,,
2018-09-11,95.0799,15.54,79.06,,,,,
2018-09-10,95.1642,16.17,77.37,,,,,
2018-09-07,95.4137,16.59,76.83,,,,,-15.39
2018-09-06,95.0357,16.34,76.50,,,,,
2018-09-05,95.1148,15.92,77.27,,,,,
2018-09-04,95.4349,15.45,78.17,,,,,
2018-09-03,95.1228,,78.15,,,,,
2018-08-31,95.1213,15.15,77.42,8.20,4.10,2.90,71.06,-13.16
2018-08-30,94.6792,15.54,77.77,,,,,
2018-08-29,94.5400,14.95,77.14,,,,,
2018-08-28,94.7150,15.11,75.95,,,,,
2018-08-27,94.7774,14.79,76.21,,,,,
2018-08-24,95.1737,14.82,75.82,,,,,-11.36
2018-08-23,95.6360,15.06,74.73,,,,,
2018-08-22,95.0982,15.08,74.78,,,,,
2018-08-21,95.2557,15.19,72.63,,,,,
2018-08-20,95.7935,15.00,72.21,,,,,
2018-08-17,96.1236,15.17,71.83,,,,,-11.83
2018-08-16,96.5895,15.51,71.43,,,,,
2018-08-15,96.7211,16.19,70.76,,,,,
2018-08-14,96.6668,15.35,72.46,,,,,
2018-08-13,96.2934,16.21,72.61,,,,,
2018-08-10,96.3290,15.22,72.81,,,,,-11.21
2018-08-09,95.6187,14.13,72.07,,,,,
2018-08-08,95.1103,13.96,72.28,,,,,
2018-08-07,95.1809,13.93,74.65,,,,,
2018-08-06,95.3709,14.23,73.75,,,,,
2018-08-03,95.2173,14.49,73.21,,,,,-14.31
2018-08-02,95.1767,14.76,73.45,,,,,
2018-08-01,94.6703,15.22,72.39,,,,,
2018-07-31,94.5372,14.87,74.25,8.50,4.50,2.90,72.72,
2018-07-30,94.2849,15.66,74.97,,,,,
2018-07-27,94.6902,15.00,74.29,,,,,-15.18
2018-07-26,94.7715,14.40,74.54,,,,,
2018-07-25,94.2175,14.55,73.93,,,,,
2018-07-24,94.5978,14.70,73.44,,,,,
2018-07-23,94.6368,14.86,73.06,,,,,
2018-07-20,94.4722,15.08,73.07,,,,,-16.23
2018-07-19,95.1939,14.97,72.58,,,,,
2018-07-18,95.1047,14.39,72.90,,,,,
2018-07-17,94.9727,14.40,72.16,,,,,
2018-07-16,94.5135,14.85,71.84,,,,,
2018-07-13,94.7016,14.54,75.33,,,,,-16.21
2018-07-12,94.8081,14.76,74.45,,,,,
2018-07-11,94.7371,15.38,73.40,,,,,
2018-07-10,94.1122,14.71,78.86,,,,,
2018-07-09,94.0730,14.87,78.07,,,,,
2018-07-06,94.0193,15.71,77.11,,,,,-18.19
2018-07-05,94.3866,16.53,77.39,,,,,
2018-07-04,94.5441,,78.24,,,,,
2018-07-03,94.5893,17.35,77.76,,,,,
2018-07-02,94.8540,16.95,77.30,,,,,
2018-06-30,,,,8.00,4.90,3.10,71.99,
2018-06-29,94.5183,17.14,79.44,,,,,-16.91
2018-06-28,95.2788,17.52,77.85,,,,,
2018-06-27,95.3278,18.05,77.62,,,,,
2018-06-26,94.6765,16.87,76.31,,,,,
2018-06-25,94.2990,17.52,74.73,,,,,
2018-06-22,94.5456,15.50,75.55,,,,,-18.18
2018-06-21,94.8833,15.87,73.05,,,,,
2018-06-20,95.1234,14.79,74.74,,,,,
2018-06-19,95.0029,15.17,75.08,,,,,
2018-06-18,94.7543,14.48,75.34,,,,,
2018-06-15,94.8066,14.42,73.44,,,,,-16.22
2018-06-14,94.9264,14.40,75.94,,,,,
2018-06-13,93.5677,14.92,76.74,,,,,
2018-06-12,93.8341,14.59,75.88,,,,,
2018-06-11,93.5841,14.55,76.46,,,,,
2018-06-08,93.5504,14.60,76.46,,,,,-15.46
2018-06-07,93.4379,14.43,77.32,,,,,
2018-06-06,93.6355,14.19,75.36,,,,,
2018-06-05,93.8748,14.72,75.38,,,,,
2018-06-04,94.0243,14.90,75.29,,,,,
2018-06-01,94.1982,15.27,76.79,,,,,-14.93
